"",".id","mean","CIM","CIP","otu"
"1","X0",4.97809870807628,0.820756480775251,9.13544093537731,"0"
"2","X0",5.32100336175797,2.91717562397094,7.724831099545,"1"
"3","X0",5.83667802419232,3.96691835217655,7.70643769620809,"2"
"4","X0",5.88701155622779,5.44647493020767,6.32754818224791,"3"
"5","X0",6.08967870941676,5.5868758798569,6.59248153897663,"4"
"6","X0",5.30469370606119,2.92660110333925,7.68278630878313,"5"
"7","X0",4.67201259755505,2.65095556146493,6.69306963364517,"6"
"8","X0",5.94899488859503,5.47737689845551,6.42061287873456,"7"
"9","X0",4.67972084994818,1.76379179377408,7.59564990612228,"8"
"10","X0",4.53871334563285,2.28874454103102,6.78868215023468,"9"
"11","X0",4.73148531540494,3.15270630552167,6.31026432528822,"10"
"12","X0",5.08333747698576,3.86673759030139,6.29993736367014,"11"
"13","X0",4.64890830143724,3.19822497976975,6.09959162310473,"12"
"14","X0",4.35987274112001,3.40908310648892,5.3106623757511,"13"
"15","X0",4.05597192795135,3.48159913492933,4.63034472097336,"14"
"16","X1",-1.485727060018,-35.2800052323479,32.3085511123119,"0"
"17","X1",-2.12565473473261,-21.6659328277093,17.4146233582441,"1"
"18","X1",-3.04752084622006,-18.2464568531137,12.1514151606736,"2"
"19","X1",-6.23501765220226,-9.81605969080508,-2.65397561359944,"3"
"20","X1",-0.448507985982697,-4.53570065835788,3.63868468639248,"4"
"21","X1",-2.09710427964716,-21.428186144447,17.2339775851526,"5"
"22","X1",-0.0104357907266122,-16.4392405283426,16.4183689468894,"6"
"23","X1",-5.05897543125161,-8.89267222079814,-1.22527864170509,"7"
"24","X1",-0.928895162613987,-24.6319516509659,22.7741613257379,"8"
"25","X1",-0.205332244842404,-18.4949190780972,18.0842545884124,"9"
"26","X1",0.433893970866241,-12.3997132030297,13.2675011447622,"10"
"27","X1",-9.41092225365127,-19.3004412653513,0.478596758048749,"11"
"28","X1",4.41795807957877,-7.37438256306732,16.2102987222249,"12"
"29","X1",8.98361453013519,1.25481866986493,16.7124103904054,"13"
"30","X1",13.4729416858318,8.80396980891092,18.1419135627526,"14"
"31","X2",11.8666704389029,-4.38839247324578,28.1217333510517,"0"
"32","X2",11.1587975680559,1.75991506781405,20.5576800682978,"1"
"33","X2",9.69176501557321,2.38106999998721,17.0024600311592,"2"
"34","X2",11.5536147346058,9.83113191275936,13.2760975564522,"3"
"35","X2",6.9968821411616,5.03094063814321,8.96282364417998,"4"
"36","X2",11.2112229552388,1.91296393429303,20.5094819761846,"5"
"37","X2",11.5632145391197,3.66095211411518,19.4654769641243,"6"
"38","X2",12.2901075475659,10.4460976775399,14.1341174175919,"7"
"39","X2",12.482624724628,1.08144395480629,23.8838054944498,"8"
"40","X2",12.8133143418014,4.01601489673776,21.610613786865,"9"
"41","X2",12.6273849156941,6.45441412644705,18.8003557049411,"10"
"42","X2",16.8729864794943,12.1161234127253,21.6298495462633,"11"
"43","X2",10.9341409547577,5.26201983264864,16.6062620768667,"12"
"44","X2",8.52567030094437,4.8081160361898,12.2432245656989,"13"
"45","X2",5.9124857699297,3.66670820937976,8.15826333047965,"14"
"46","X3",15.2065760351116,-28.0429403717439,58.4560924419671,"0"
"47","X3",14.1723059248611,-10.8351102320158,39.179722081738,"1"
"48","X3",8.33540943769896,-11.1160086054631,27.786827480861,"2"
"49","X3",12.6546087595662,8.07163362950404,17.2375838896284,"3"
"50","X3",0.655730149589138,-4.57501055865906,5.88647085783734,"4"
"51","X3",14.4210180285848,-10.3186712765259,39.1607073336954,"5"
"52","X3",17.8096943469783,-3.21569511159344,38.8350838055501,"6"
"53","X3",16.3199626380458,11.4136429541959,21.2262823218957,"7"
"54","X3",16.1065442825794,-14.228346294399,46.4414348595578,"8"
"55","X3",16.952441351409,-6.45435496439831,40.3592376672163,"9"
"56","X3",15.5924484147291,-0.831849840619128,32.0167466700773,"10"
"57","X3",23.7142355381628,11.0577463960857,36.37072468024,"11"
"58","X3",12.0746939987491,-3.01700369926357,27.1663916967617,"12"
"59","X3",8.43753868010161,-1.45368259882146,18.3287599590247,"13"
"60","X3",4.82144027992467,-1.15385455443494,10.7967351142843,"14"
"61","X4",2.12299680918782,-7.5251286759784,11.771122294354,"0"
"62","X4",2.54262306379278,-3.03604484249338,8.12129097007894,"1"
"63","X4",3.82329914588612,-0.515933699619316,8.16253199139156,"2"
"64","X4",2.76479127550788,1.74241870758647,3.7871638434293,"3"
"65","X4",5.61747778757767,4.45060132452556,6.78435425062978,"4"
"66","X4",2.49239176538736,-3.02655149017,8.01133502094471,"5"
"67","X4",1.87180372016558,-2.81855151901201,6.56215895934316,"6"
"68","X4",1.9893531440841,0.894848698420017,3.08385758974818,"7"
"69","X4",1.75785979013888,-5.00926398789906,8.52498356817682,"8"
"70","X4",1.48326086469415,-3.73833990272711,6.70486163211542,"9"
"71","X4",1.72416109175685,-1.93978023611146,5.38810241962515,"10"
"72","X4",-0.266740609570602,-3.09015704492867,2.55667582578747,"11"
"73","X4",2.56081863293293,-0.805845442680641,5.92748270854651,"12"
"74","X4",3.55320622413058,1.34666723759363,5.75974521066753,"13"
"75","X4",4.55192479327595,3.21895279353288,5.88489679301902,"14"
"76","X5",1.69603638250157,-33.0583317018559,36.4504044668591,"0"
"77","X5",-0.16819921350057,-20.2636134090925,19.9272149820913,"1"
"78","X5",3.51503628530178,-12.1156990060554,19.1457715766589,"2"
"79","X5",-1.04990898698607,-4.73268784382412,2.63286986985199,"3"
"80","X5",10.1730878955188,5.96977874824066,14.3763970427969,"4"
"81","X5",-0.381813075119261,-20.2620878119293,19.4984616616907,"5"
"82","X5",-1.43425622385232,-18.3298006152885,15.4612881675839,"6"
"83","X5",-5.4929857888725,-9.43559727677852,-1.55037430096648,"7"
"84","X5",3.31819758156663,-21.0582588623233,27.6946540254566,"8"
"85","X5",3.56629063435732,-15.2429003675149,22.3754816362295,"9"
"86","X5",3.94187699196846,-9.25633086136056,17.1400848452975,"10"
