"",".id","mean","CIM","CIP","otu"
"87","X5",-4.39499707101066,-14.5654756992919,5.77548155727061,"11"
"88","X5",7.26972378400046,-4.85763532634195,19.3970828943429,"12"
"89","X5",10.7900736117325,2.84170392598427,18.7384432974808,"13"
"90","X5",14.169681873473,9.36806526966341,18.9712984772826,"14"
"91","X6",4.52248039022626,-0.634338384447648,9.67929916490017,"0"
"92","X6",5.03100242358794,2.04926473360477,8.01274011357111,"1"
"93","X6",6.48231110355607,4.16303805515017,8.80158415196197,"2"
"94","X6",6.49763457762919,5.95118749201919,7.0440816632392,"3"
"95","X6",7.31880288832966,6.69512003287304,7.94248574378627,"4"
"96","X6",4.97482120699246,2.02500569719472,7.92463671679019,"5"
"97","X6",3.78119791080703,1.2742537386496,6.28814208296447,"6"
"98","X6",5.3478450852575,4.76284429074645,5.93284587976856,"7"
"99","X6",4.07999087164931,0.463036365535004,7.69694537776363,"8"
"100","X6",3.62335986565927,0.832470701469907,6.41424902984864,"9"
"101","X6",3.62099798919782,1.6626609570039,5.57933502139173,"10"
"102","X6",4.8812371267236,3.37215156342296,6.39032269002425,"11"
"103","X6",3.13304019048624,1.33359463602731,4.93248574494516,"12"
"104","X6",2.60988673993814,1.43051550452892,3.78925797534736,"13"
"105","X6",2.11755575701262,1.40509663270312,2.83001488132212,"14"
"106","X7",8.9308921851041,-10.6646162620849,28.5264006322931,"0"
"107","X7",8.87637310224554,-2.45399715980846,20.2067433642995,"1"
"108","X7",4.86780776554116,-3.94524861615213,13.6808641472344,"2"
"109","X7",5.70262487304432,3.62616864103531,7.77908110505333,"3"
"110","X7",1.69333453132633,-0.676611591754161,4.06328065440681,"4"
"111","X7",9.06194486901023,-2.1471236023839,20.2710133404044,"5"
"112","X7",12.0209387506987,2.49474676128782,21.5471307401096,"6"
"113","X7",9.67226586591214,7.44930855223797,11.8952231795863,"7"
"114","X7",8.9783318654811,-4.76581266908094,22.7224764000431,"8"
"115","X7",9.50166603753142,-1.10349473729128,20.1068268123541,"9"
"116","X7",9.2253035363653,1.7837758167441,16.6668312559865,"10"
"117","X7",9.70052933398767,3.96612209663839,15.434936571337,"11"
"118","X7",8.96488223957272,2.12712972132829,15.8026347578171,"12"
"119","X7",8.27000081385235,3.78848226227314,12.7515193654316,"13"
"120","X7",7.217628836834,4.51033982810468,9.92491784556333,"14"
"121","X8",4.54610222413301,-32.8896622204064,41.9818666686724,"0"
"122","X8",9.14980517697467,-12.4960262309118,30.7956365848611,"1"
"123","X8",11.7287607359621,-5.10792934690444,28.5654508188286,"2"
"124","X8",15.6962918787365,11.7293763689715,19.6632073885015,"3"
"125","X8",9.33368498853186,4.80607882567071,13.861291151393,"4"
"126","X8",9.13328223226084,-12.2808111079923,30.547375572514,"5"
"127","X8",5.49112990958657,-12.7079528205277,23.6902126397008,"6"
"128","X8",15.4074609598784,11.1606660073896,19.6542559123671,"7"
"129","X8",0.540198507813001,-25.7169694893449,26.7973665049709,"8"
"130","X8",-1.53500257071321,-21.7953750807046,18.7253699392782,"9"
"131","X8",-1.18239030184955,-15.3988766752466,13.0340960715475,"10"
"132","X8",9.45031927389523,-1.50484012628175,20.4054786740722,"11"
"133","X8",-5.19597491762842,-18.2589935829989,7.86704374774205,"12"
"134","X8",-9.38778624859292,-17.9493948081718,-0.826177689014067,"13"
"135","X8",-12.9491202399049,-18.1211949470871,-7.77704553272267,"14"
"136","X9",3.17998282797214,-26.6602938040912,33.0202594600355,"0"
"137","X9",0.920056013852356,-16.3339684925593,18.174080520264,"1"
"138","X9",-6.33245995841151,-19.7530885229857,7.08816860616265,"2"
"139","X9",-6.68705083349856,-9.84910343062876,-3.52499823636836,"3"
"140","X9",-10.2387297105003,-13.847712253944,-6.62974716705669,"4"
"141","X9",1.2071392872316,-15.8621653891736,18.2764439636368,"5"
"142","X9",7.78490940219224,-6.72169066793481,22.2915094723193,"6"
"143","X9",-1.59509606493485,-4.98024227637809,1.79005014650838,"7"
"144","X9",5.14645401780112,-15.7832950666747,26.076203102277,"8"
"145","X9",7.11086130736687,-9.03880544412858,23.2605280588623,"9"
"146","X9",6.5864553436938,-4.74559283036206,17.9185035177497,"10"
"147","X9",-0.217306011510318,-8.94973052320783,8.5151185001872,"11"
"148","X9",9.07182659080685,-1.34078542361992,19.4844386052336,"12"
"149","X9",12.6032126727827,5.77870216460899,19.4277231809564,"13"
"150","X9",16.0686533115983,11.9459609527268,20.1913456704698,"14"
