"t1","t2","t3","t4"
1.92501931429454,1.84364641706895,1.46395546291596,1.47413794602536
1.84364641706895,2.16274842103872,1.58576044828254,1.5804758863648
1.46395546291596,1.58576044828254,2.28661336022975,2.01559113139303
1.47413794602536,1.5804758863648,2.01559113139303,2.23663303251521
1.89927727715022,1.19635817765279,1.11748744130312,1.16545009889602
1.19635817765279,1.69256405521829,0.944295461057921,1.06712640812774
1.11748744130312,0.944295461057921,2.05523965470159,1.83733155336268
1.16545009889602,1.06712640812774,1.83733155336268,2.20466124162676
1.01598628208163,0.781641381380941,0.0156892321574176,0.340523028775392
0.781641381380941,0.961935306000952,0.0828408704963026,0.344499735555395
0.0156892321574176,0.0828408704963026,1.23292859437527,0.176520039572791
0.340523028775392,0.344499735555395,0.176520039572791,0.941272671442974
2.19632770649012,1.94187054269111,1.61072792548468,1.78133197701627
1.94187054269111,2.09349864099844,1.7785427119761,1.81462869204006
1.61072792548468,1.7785427119761,2.05382249529205,1.63687590299567
1.78133197701627,1.81462869204006,1.63687590299567,2.13703727497638
0.976470027060588,-0.0989498631640827,0.0465490084324154,0.397189909545457
-0.0989498631640827,0.662658834339459,0.0134374446541172,0.134155525753392
0.0465490084324154,0.0134374446541172,0.908044078931009,0.226719661308256
0.397189909545457,0.134155525753392,0.226719661308256,1.0123403435161
